,short_name,age,nationality_name,height_cm,weight_kg,overall,value_eur,wage_eur,club_name
17327,N. Hernandez,22,United States,180,73,57,375000.0,1000.0,FC Dallas
17328,I. Kričak,24,Serbia,182,77,57,210000.0,550.0,Mjällby AIF
17329,S. Inoue,21,Japan,187,80,57,350000.0,550.0,Avispa Fukuoka
17330,V. Kongsro,22,Norway,183,73,57,350000.0,750.0,FK Bodø/Glimt
17331,J. Baptiste,17,England,183,75,57,500000.0,500.0,West Ham United
17332,M. Chol,22,Sudan,188,79,57,325000.0,1000.0,Atlanta United
17333,C. Medina,19,Ecuador,190,82,57,375000.0,500.0,Sociedad Deportiva Aucas
17334,Á. Robles,19,Mexico,174,68,57,425000.0,1000.0,Puebla FC
17335,E. Ancheta,22,Uruguay,179,68,57,350000.0,500.0,Cerro Largo Fútbol Club
17336,A. Jasic,18,Austria,174,69,57,375000.0,950.0,RZ Pellets Wolfsberger AC
17337,D. Galjen,19,Germany,187,75,57,400000.0,1000.0,SV Werder Bremen
17338,S. Guediri,23,United States,180,77,57,230000.0,1000.0,Inter Miami CF
17339,F. Ventura,21,Ecuador,181,70,57,350000.0,500.0,LDU Quito
17340,N. Ngoy,18,Belgium,185,75,57,400000.0,700.0,Standard de Liège
17341,L. Schmökel,19,Germany,196,85,57,325000.0,500.0,1. FC Magdeburg
17342,A. Meekison,19,Scotland,180,76,57,425000.0,750.0,Dundee United
17343,L. Valente,17,Netherlands,189,78,57,400000.0,500.0,FC Groningen
17344,T. de Jonge,18,Netherlands,173,69,57,375000.0,650.0,FC Groningen
17345,K. Tobiasz,18,Poland,188,79,57,325000.0,500.0,Legia Warszawa
17346,J. van der Meer,19,Haiti,183,74,57,375000.0,700.0,SC Cambuur
17347,B. Old,18,New Zealand,175,66,57,375000.0,500.0,Wellington Phoenix
17348,A. Jourda,19,France,180,80,57,375000.0,500.0,SC Bastia
17349,A. Compagno,25,Italy,194,84,57,240000.0,2000.0,FC U Craiova 1948
17350,V. Drăghia,30,Romania,192,88,57,110000.0,1000.0,Rapid București
17351,Ș. Pănoiu,18,Romania,177,71,57,375000.0,550.0,Rapid București
17352,H. Al Jubairi,29,Saudi Arabia,176,69,57,140000.0,3000.0,Al Tai
17353,K. Corredor,20,France,182,72,57,375000.0,800.0,Rodez Aveyron Football
17354,F. Yılmaz,19,Turkey,182,71,57,375000.0,1000.0,GZT Giresunspor
17355,André Barbosa,20,Switzerland,177,70,57,325000.0,550.0,SC Freiburg II
17356,P. Treu,20,Germany,172,70,57,350000.0,550.0,SC Freiburg II
17357,R. Began,24,Romania,194,91,57,200000.0,1000.0,Sepsi OSK Sf. Gheorghe
17358,I. Qela,20,Germany,182,74,57,325000.0,500.0,TSV Havelse
17359,H. Barbet,20,France,189,81,57,300000.0,750.0,En Avant de Guingamp
17360,O. Sonne,20,Denmark,184,76,57,350000.0,1000.0,Silkeborg IF
17361,T. Călin,20,Romania,191,80,57,350000.0,1000.0,AFC UTA Arad
17362,S. Carey,20,England,184,74,57,350000.0,2000.0,Blackpool
17363,A. Stanley,21,United States,180,78,57,350000.0,900.0,Austin FC
17364,E. Mirchev,19,Bulgaria,185,80,57,375000.0,500.0,Sportclub Verl
17365,M. Dietz,19,United States,188,76,57,375000.0,500.0,SC Freiburg II
17366,S. Ilic,18,Germany,187,80,57,350000.0,500.0,SC Freiburg II
17367,L. Jakobi,19,Germany,177,70,57,375000.0,550.0,Türkgücü München
17368,Y. Scintu,24,Italy,193,84,57,250000.0,1000.0,Türkgücü München
17369,S. Al Saeed,24,Saudi Arabia,182,74,57,240000.0,3000.0,Al Hazem
17370,G. Gürpüz,18,Turkey,175,65,57,425000.0,2000.0,Borussia Dortmund
17371,B. Balaban,21,Turkey,198,81,57,325000.0,4000.0,Galatasaray SK
17372,T. Gür,24,Turkey,174,67,57,300000.0,2000.0,Yeni Malatyaspor
17373,M. Rosenfelder,18,Germany,185,75,57,350000.0,500.0,SC Freiburg II
17374,M. Błachewicz,18,Poland,183,72,57,375000.0,500.0,Wisła Płock
17375,M. Pečar,18,Slovenia,175,64,57,375000.0,1000.0,Eintracht Frankfurt
17376,J. Turi,19,Austria,187,75,57,375000.0,950.0,SV Ried
17377,Z. Oualah,26,England,180,75,57,150000.0,1000.0,AFC Wimbledon
17378,T. Martens,18,Germany,181,77,57,350000.0,850.0,F.C. Hansa Rostock
17379,I. Baldé,18,France,185,75,57,350000.0,2000.0,Racing Club de Lens
17380,B. Kukułowicz,20,Poland,181,72,57,350000.0,1000.0,Bruk-Bet Termalica Nieciecza
17381,J. Montes,22,United States,180,75,57,325000.0,7000.0,Crystal Palace
17382,T. Telcean,19,Romania,184,79,57,375000.0,650.0,Campionii FC Arges
17383,C. Moisie,21,Romania,188,79,57,350000.0,900.0,Campionii FC Arges
17384,E. Nevitt,24,England,183,75,57,250000.0,2000.0,Tranmere Rovers
17385,R. Pluijmen,18,Netherlands,171,65,57,350000.0,550.0,Fortuna Sittard
17386,B. Williamson,19,Scotland,188,85,57,425000.0,4000.0,Livingston FC
17387,I. Al Harbi,25,Saudi Arabia,169,65,57,200000.0,3000.0,Al Fayha
17388,P. Mensah,21,Ghana,178,72,57,325000.0,2000.0,FC Botoşani
17389,Q. Galvez-Diarra,19,France,188,78,57,350000.0,500.0,FC Sochaux-Montbéliard
17390,Y. Kechta,19,Morocco,175,68,57,375000.0,750.0,Le Havre AC
17391,N. Heeger,21,Germany,187,81,57,325000.0,1000.0,Karlsruher SC
17392,J. Henke,20,Germany,189,81,57,325000.0,2000.0,SC Paderborn 07
17393,B. Krasniqi,19,Kosovo,178,61,57,400000.0,1000.0,FC Schalke 04
17394,A. Francke,19,France,180,72,57,400000.0,900.0,AS Nancy Lorraine
17395,V. Chambaere,18,Belgium,190,71,57,375000.0,500.0,KRC Genk
17396,B. Bjarnason,21,Iceland,189,84,57,300000.0,550.0,Lecce
17397,L. Hawryluk,20,Germany,192,82,57,275000.0,500.0,SV Waldhof Mannheim 07
17398,E. Ingram,18,England,176,68,57,400000.0,2000.0,West Bromwich Albion
17399,J. Ortiz,20,Colombia,173,72,57,350000.0,600.0,América de Cali
17400,B. Singh,23,India,173,69,57,325000.0,500.0,Bengaluru FC
17401,K. Hajrizi,22,Kosovo,185,78,57,350000.0,2000.0,FC Lugano
17402,V. Lind,18,Denmark,178,70,57,375000.0,2000.0,FC Midtjylland
17403,L. Hall,22,England,175,75,57,350000.0,2000.0,Newport County
17404,R. Roefs,18,Netherlands,192,80,57,325000.0,500.0,N.E.C. Nijmegen
17405,G. Lemoine,20,Belgium,188,79,57,375000.0,1000.0,TSV Egger Glas Hartberg
17406,D. Devrani,28,India,180,80,57,140000.0,500.0,Chennaiyin FC
17407,L. Thompson,19,England,173,62,57,375000.0,1000.0,Derby County
17408,D. Cashman,20,England,180,77,57,400000.0,3000.0,Rochdale
17409,F. Back,18,England,188,72,57,400000.0,2000.0,Nottingham Forest
17410,O. Olufunwa,19,England,178,64,57,325000.0,4000.0,Southampton
17411,Soares,20,Guinea Bissau,186,84,57,325000.0,900.0,AS Nancy Lorraine
17412,L. Dobbin,18,England,175,71,57,425000.0,5000.0,Everton
17413,G. Peralta,20,Paraguay,179,74,57,375000.0,500.0,Club Olimpia
17414,A. Devine,16,England,180,70,57,500000.0,1000.0,Tottenham Hotspur
17415,Fàbrega,21,Spain,188,70,57,350000.0,800.0,Unión Deportiva Las Palmas
17416,San Nicolás,20,Spain,182,77,57,350000.0,900.0,SD Eibar
17417,J. Castrop,17,Germany,177,68,57,450000.0,550.0,1. FC Köln
17418,G. Walther,18,Germany,178,73,57,375000.0,3000.0,VfL Wolfsburg
17419,S. Hogervorst,18,Netherlands,190,80,57,400000.0,550.0,Fortuna Sittard
17420,J. Robinson,20,England,190,79,57,425000.0,3000.0,Middlesbrough
17421,F. Hache,17,Germany,186,78,57,375000.0,500.0,FC Erzgebirge Aue
17422,H. Lindley,18,England,182,70,57,350000.0,2000.0,Aston Villa
17423,D. Toševski,19,North Macedonia,187,75,57,400000.0,900.0,Górnik Zabrze
17424,E. Philibert,19,France,193,78,57,375000.0,600.0,Nîmes Olympique
17425,L. Chávez,18,Bolivia,170,63,57,375000.0,500.0,Club Bolívar
17426,M. Villarroel,17,Bolivia,176,65,57,375000.0,500.0,Club Bolívar
17427,E. Álvarez,18,Bolivia,186,79,57,400000.0,500.0,Club Bolívar
17428,J. Lozano,18,Colombia,170,68,57,375000.0,500.0,Club Independiente Santa Fe
17429,L. Ayoví,19,Ecuador,190,85,57,350000.0,500.0,LDU Quito
17430,F. Alcedo,18,Peru,182,79,57,350000.0,500.0,Club Sporting Cristal
17431,J. Flores,17,Bolivia,177,75,57,400000.0,500.0,Club The Strongest
17432,Y. Ruidíaz,19,Peru,165,64,57,400000.0,500.0,Club Universitario de Deportes
17433,C. Rojas,17,Venezuela,174,70,57,425000.0,500.0,Deportivo La Guaira FC
17434,L. Marquines,18,Colombia,187,83,57,375000.0,500.0,Atlético Nacional
17435,K. Stamatopoulos,41,Canada,188,80,56,15000.0,600.0,AIK
17436,B. Murphy,36,Republic of Ireland,178,75,56,15000.0,500.0,St. Patrick's Athletic
17437,Yao Hanlin,36,China PR,175,60,56,45000.0,1000.0,Wuhan FC
17438,Han Feng,37,China PR,188,80,56,15000.0,750.0,Shijiazhuang Ever Bright F.C.
17439,R. Murray,29,Republic of Ireland,170,70,56,140000.0,550.0,Drogheda United
17440,D. Zambra,32,Republic of Ireland,176,73,56,100000.0,550.0,Longford Town
17441,D. Cole,29,Scotland,189,80,56,130000.0,550.0,Derry City
17442,D. Castanheira,26,United States,188,93,56,160000.0,1000.0,Inter Miami CF
17443,K. Zobeck,31,United States,183,81,56,80000.0,1000.0,FC Dallas
17444,E. Williams,25,England,178,66,56,190000.0,2000.0,Doncaster Rovers
17445,J. Gorman,26,Republic of Ireland,184,75,56,150000.0,550.0,Longford Town
17446,L. Kattimani,32,India,180,72,56,70000.0,500.0,Hyderabad FC
17447,M. Al Wakid,29,Saudi Arabia,182,82,56,100000.0,5000.0,Al Hilal
17448,Yang Chaosheng,27,China PR,176,75,56,150000.0,2000.0,Changchun Yatai FC
17449,H. Fallatah,28,Saudi Arabia,179,65,56,130000.0,3000.0,Al Tai
17450,Sun Guowen,27,China PR,182,73,56,150000.0,2000.0,Dalian Professional Football Club
17451,Wang Yaopeng,26,China PR,187,80,56,180000.0,2000.0,Dalian Professional Football Club
17452,Zhang Yi,27,China PR,181,67,56,150000.0,4000.0,Shanghai Port FC
17453,Ye Chugui,26,China PR,178,70,56,170000.0,3000.0,Guangzhou City
17454,M. Awaji,26,Saudi Arabia,185,75,56,160000.0,2000.0,Al Tai
17455,M. Jawhar,26,Saudi Arabia,178,64,56,140000.0,2000.0,Abha Club
17456,Q. Lajami,25,Saudi Arabia,178,75,56,250000.0,4000.0,Al Fateh
17457,D. Kane,24,Republic of Ireland,188,73,56,210000.0,500.0,Sligo Rovers
17458,K. Kiklaisz,23,Poland,186,81,56,325000.0,1000.0,Górnik Zabrze
17459,J. Holmes,24,Australia,188,75,56,240000.0,650.0,Brisbane Roar
17460,T. Heward-Belle,24,Australia,192,80,56,240000.0,1000.0,Sydney FC
17461,M. Connor,24,Republic of Ireland,192,82,56,180000.0,500.0,Waterford FC
17462,V. Rai,23,India,182,74,56,300000.0,500.0,Odisha FC
17463,Kang Yun Seong,24,Korea Republic,172,65,56,275000.0,1000.0,Jeju United FC
17464,Wu Wei,24,China PR,182,72,56,190000.0,2000.0,Dalian Professional Football Club
17465,Mésaque Djú,22,Portugal,178,63,56,325000.0,8000.0,West Ham United
17466,J. Louchet,25,France,190,73,56,180000.0,850.0,Chamois Niortais Football Club
17467,R. East,22,England,176,70,56,325000.0,2000.0,Swindon Town
17468,M. Bersano,28,United States,185,81,56,120000.0,1000.0,San Jose Earthquakes
17469,A. Edathodika,34,India,180,78,56,45000.0,500.0,Jamshedpur FC
17470,Kim Yeon Soo,27,Korea Republic,185,76,56,140000.0,900.0,Incheon United FC
17471,O. Alfa,22,Nigeria,174,77,56,325000.0,3000.0,Queens Park Rangers
17472,J. Löwe,22,Germany,168,65,56,230000.0,2000.0,SG Dynamo Dresden
17473,M. Köbbing,24,Germany,196,90,56,170000.0,3000.0,1. FC Köln
17474,Cong Zhen,24,China PR,180,75,56,220000.0,2000.0,Tianjin Jinmen Tiger FC
17475,A. Chernov,23,Russia,198,92,56,275000.0,1000.0,Vejle Boldklub
17476,Lee Yun Oh,22,Korea Republic,190,89,56,275000.0,850.0,Daegu FC
17477,J. Hallam,22,England,173,63,56,325000.0,2000.0,Scunthorpe United
17478,B. Wade,20,England,182,74,56,300000.0,850.0,Rochdale
17479,C. Hargreaves,22,England,178,70,56,300000.0,2000.0,Bristol Rovers
17480,L. Collins,20,Wales,178,75,56,325000.0,2000.0,Newport County
17481,Su Yuanjie,26,China PR,179,75,56,160000.0,3000.0,Tianjin Jinmen Tiger FC
17482,O. Edwards,22,England,175,70,56,325000.0,3000.0,Forest Green Rovers
17483,Gao Tianyi,23,China PR,185,81,56,220000.0,3000.0,Beijing Guoan FC
17484,B. Kimpioka,21,Sweden,183,67,56,350000.0,2000.0,Sunderland
17485,F. Al Rashidi,24,Saudi Arabia,175,68,56,230000.0,3000.0,Al Taawoun
17486,T. Al Otaibi,21,Saudi Arabia,174,63,56,325000.0,2000.0,Al Hazem
17487,R. Solan,23,Saudi Arabia,170,66,56,325000.0,3000.0,Damac FC
17488,K. O'Sullivan,21,Republic of Ireland,175,70,56,325000.0,500.0,Finn Harps
17489,Yan Zhiyu,28,China PR,170,63,56,130000.0,2000.0,Changchun Yatai FC
17490,K. Kesgin,20,Turkey,176,76,56,350000.0,2000.0,Demir Grup Sivasspor
17491,L. Kamberi,21,Switzerland,182,83,56,325000.0,2000.0,FC Zürich
17492,Wang Xianjun,21,China PR,185,71,56,325000.0,2000.0,Dalian Professional Football Club
17493,J. Martin,22,Republic of Ireland,185,70,56,230000.0,500.0,Waterford FC
17494,H. Palacios,21,Colombia,181,74,56,350000.0,500.0,Atlético Nacional
17495,L. Jensen,22,Denmark,198,90,56,275000.0,3000.0,Carlisle United
17496,S. Brolin,20,Sweden,202,85,56,300000.0,700.0,Mjällby AIF
17497,H. Kite,21,England,176,64,56,325000.0,2000.0,Exeter City
17498,S. Griffin,21,Republic of Ireland,174,64,56,300000.0,500.0,Waterford FC
17499,C. Thompson,21,England,171,75,56,350000.0,6000.0,Barnsley
17500,J. Nolan,20,England,180,72,56,350000.0,800.0,Accrington Stanley
17501,B. Kirdar,19,Australia,176,67,56,350000.0,950.0,Melbourne Victory
17502,T. Crawford,22,England,178,62,56,300000.0,2000.0,Hartlepool United
17503,C. Rowe,21,England,180,70,56,300000.0,1000.0,Exeter City
17504,C. Øyvann,21,Norway,185,75,56,325000.0,600.0,Tromsø IL
17505,A. Burley,21,Saint Kitts and Nevis,180,72,56,300000.0,1000.0,Wycombe Wanderers
17506,B. Ekincier,22,Azerbaijan,181,72,56,230000.0,700.0,SV Waldhof Mannheim 07
17507,T. Scully,21,England,183,67,56,325000.0,800.0,Accrington Stanley
17508,S. Graham,20,England,191,80,56,300000.0,1000.0,Rochdale
17509,M. Schantl,20,Austria,182,67,56,300000.0,1000.0,TSV Egger Glas Hartberg
17510,R. Gutiérrez,24,Mexico,181,78,56,170000.0,1000.0,Mazatlán Futbol Club
17511,Tian Xin,23,China PR,176,70,56,325000.0,3000.0,Shandong Taishan
17512,Zhou Junchen,21,China PR,172,71,56,350000.0,2000.0,Qingdao FC
17513,S. Pollock,20,England,178,66,56,375000.0,2000.0,Northampton Town
17514,C. Jolley,20,England,182,66,56,350000.0,1000.0,Tranmere Rovers
17515,I. El Mizouni,20,Tunisia,185,74,56,350000.0,2000.0,Ipswich Town
17516,D. Williams,21,Republic of Ireland,174,58,56,325000.0,600.0,Longford Town
17517,J. McClelland,24,Republic of Ireland,175,70,56,220000.0,600.0,St. Patrick's Athletic
17518,W. Jakobsson,19,Sweden,189,85,56,275000.0,500.0,IFK Norrköping
17519,G. Ranjitsingh,27,Trinidad and Tobago,191,88,56,140000.0,1000.0,Philadelphia Union
17520,S. Doungel,27,India,172,69,56,150000.0,500.0,Jamshedpur FC
17521,Lee Kwang Jun,25,Korea Republic,191,82,56,170000.0,1000.0,Pohang Steelers
17522,K. Krasniqi,20,Kosovo,183,65,56,375000.0,650.0,Strømsgodset IF
17523,A. Longher,21,Romania,177,67,56,325000.0,950.0,FC Academica Clinceni
17524,L. Renthlei,22,India,175,68,56,300000.0,500.0,Jamshedpur FC
17525,S. Gama,24,India,165,59,56,275000.0,500.0,FC Goa
17526,M. Yasir,23,India,170,68,56,325000.0,500.0,Hyderabad FC
17527,P. Chaudhari,31,India,188,80,56,100000.0,500.0,Bengaluru FC
17528,M. Hansen,20,Denmark,174,65,56,325000.0,2000.0,SønderjyskE
17529,D. Simeu,19,England,187,75,56,350000.0,4000.0,Southampton
17530,P. Ekwah Elimby,19,France,187,76,56,350000.0,4000.0,West Ham United
17531,D. Quintero,23,Colombia,187,65,56,275000.0,500.0,América de Cali
17532,A. Tchaptchet,19,France,186,78,56,350000.0,4000.0,Southampton
17533,Bao Yaxiong,24,China PR,192,81,56,240000.0,1000.0,Hebei FC
17534,K. Radkowski,20,Poland,194,83,56,325000.0,1000.0,Śląsk Wrocław
17535,D. Leyva,18,United States,178,64,56,350000.0,500.0,Seattle Sounders FC
17536,A. Przybek,21,Wales,183,78,56,275000.0,850.0,Wycombe Wanderers
17537,D. Ontužāns,21,Latvia,183,70,56,325000.0,650.0,SC Freiburg II
17538,C. Boyd-Munce,21,Northern Ireland,180,69,56,350000.0,3000.0,Birmingham City
17539,F. Nevarez,20,Mexico,178,72,56,325000.0,1000.0,Fútbol Club Juárez
17540,S. Beccari,22,Italy,188,81,56,250000.0,1000.0,WSG Tirol
17541,N. Jaby,20,France,175,68,56,275000.0,2000.0,Clermont Foot 63
17542,A. Al Safri,28,Saudi Arabia,176,69,56,140000.0,4000.0,Al Fayha
17543,A. Porras,21,Colombia,184,76,56,300000.0,500.0,Club Independiente Santa Fe
17544,T. Tushi,20,Switzerland,177,71,56,350000.0,2000.0,FC Basel 1893
17545,D. Meddah,18,France,187,78,56,325000.0,550.0,Le Havre AC
17546,A. Eid,23,United Arab Emirates,184,80,56,325000.0,500.0,Al Ain FC
17547,B. Boruń,21,Poland,181,69,56,325000.0,1000.0,Śląsk Wrocław
17548,R. Jalving,21,Netherlands,193,75,56,275000.0,700.0,Heracles Almelo
17549,M. Pochettino,20,Argentina,182,73,56,375000.0,6000.0,Watford
17550,J. Reid,20,England,185,73,56,350000.0,2000.0,Portsmouth
17551,K. Adedoyin,20,Nigeria,180,73,56,350000.0,1000.0,Sheffield Wednesday
17552,G. Horton,19,England,188,78,56,325000.0,900.0,Cheltenham Town
17553,H. Perritt,20,England,185,70,56,300000.0,700.0,Accrington Stanley
17554,Junior Quitirna,21,Guinea Bissau,170,64,56,350000.0,500.0,Waterford FC
17555,E. Vanspaul,28,India,170,68,56,140000.0,500.0,Chennaiyin FC
17556,J. Evan's,22,France,180,70,56,325000.0,850.0,Pau FC
17557,T. Rushesha,18,Wales,163,57,56,350000.0,1000.0,Swansea City
17558,T. Schlitter,19,Germany,178,68,56,275000.0,500.0,1. FC Magdeburg
17559,E. Bonds,21,Guyana,188,74,56,325000.0,1000.0,Cheltenham Town
17560,F. Al Hamad,23,Saudi Arabia,188,75,56,200000.0,5000.0,Al Ahli
17561,H. Van der Saag,21,Australia,183,77,56,300000.0,1000.0,Sydney FC
17562,D. Tangri,22,India,179,69,56,300000.0,550.0,ATK Mohun Bagan FC
17563,C. Zimba,19,England,185,68,56,375000.0,4000.0,Cardiff City
17564,J. Singh,20,India,189,81,56,325000.0,500.0,Kerala Blasters FC
17565,A. Singh,23,India,181,69,56,275000.0,500.0,Odisha FC
17566,A. Ranawade,23,India,166,69,56,275000.0,500.0,Mumbai City FC
17567,R. Alves,19,Switzerland,175,66,56,375000.0,2000.0,Servette FC
17568,M. Lixandru,20,Romania,184,75,56,325000.0,2000.0,Gaz Metan Mediaş
17569,D. Power,20,Republic of Ireland,173,73,56,190000.0,500.0,Waterford FC
17570,A. Farreras,20,Venezuela,175,66,56,300000.0,500.0,Aragua Fútbol Club
17571,T. Omotoye,18,Belgium,178,65,56,325000.0,2000.0,Leyton Orient
17572,H. Cartwright,19,England,192,82,56,300000.0,700.0,Hull City
17573,E. van der Gouw,20,Netherlands,195,81,56,325000.0,850.0,FC Twente
17574,K. Simmonds,20,England,180,68,56,350000.0,3000.0,Birmingham City
17575,A. Cassaert,20,Belgium,184,74,56,300000.0,1000.0,KSV Cercle Brugge
17576,A. Descotte,17,Belgium,179,75,56,350000.0,500.0,Royal Charleroi S.C.
17577,W. Forrester,20,England,180,73,56,325000.0,3000.0,Mansfield Town
17578,N. Slonina,20,United States,191,91,56,350000.0,900.0,Chicago Fire Football Club
17579,E. Karadağ,21,Turkey,174,66,56,350000.0,2000.0,Çaykur Rizespor
17580,T. Bartouche-Selbonne,24,France,178,70,56,180000.0,2000.0,FC Lorient
17581,E. Munjoma,22,United States,178,70,56,300000.0,1000.0,FC Dallas
17582,M. Sündermann,23,Germany,186,80,56,240000.0,3000.0,Hannover 96
17583,I. Vázquez,20,Mexico,174,69,56,300000.0,1000.0,Puebla FC
17584,R. Johansson,20,Luxembourg,180,75,56,350000.0,3000.0,Fortuna Sittard
17585,P. Metcalfe,22,Canada,183,79,56,275000.0,1000.0,Vancouver Whitecaps FC
17586,C. Barbu,21,Romania,183,71,56,325000.0,1000.0,Campionii FC Arges
17587,E. Skogvoll,25,Norway,173,72,56,190000.0,1000.0,Odds BK
17588,J. Martínes,18,Bolivia,172,63,56,325000.0,500.0,Club Always Ready
17589,C. Turner,19,United States,188,79,56,325000.0,650.0,Philadelphia Union
17590,E. Mejía,21,Ecuador,168,61,56,325000.0,500.0,Sociedad Deportiva Aucas
17591,G. Campbell,20,United States,191,79,56,325000.0,900.0,Atlanta United
17592,R. Ishida,19,Japan,175,72,56,350000.0,650.0,Nagoya Grampus
17593,Jung Min Woo,20,Korea Republic,179,71,56,325000.0,1000.0,Gangwon FC
17594,D. Matsumoto,22,Japan,183,79,56,275000.0,700.0,Sagan Tosu
17595,T. Tagawa,18,Japan,180,74,56,325000.0,500.0,Yokohama F. Marinos
17596,D. Markitesov,20,Russia,180,74,56,375000.0,6000.0,Spartak Moskva
17597,S. Kvile,21,Norway,187,80,56,325000.0,650.0,FK Bodø/Glimt
17598,M. Sande,23,Norway,181,73,56,275000.0,700.0,FK Haugesund
17599,T. D'Almeida,20,Côte d'Ivoire,185,69,56,325000.0,4000.0,Cardiff City
17600,C. Finch,19,Chile,182,77,56,375000.0,1000.0,Universidad Católica
17601,C. Mochrie,18,Scotland,178,67,56,350000.0,500.0,Dundee United
17602,I. Dahlqvist,19,Sweden,173,65,56,350000.0,550.0,IFK Göteborg
17603,F. Suffys,20,Belgium,182,72,56,325000.0,1000.0,KSV Cercle Brugge
17604,S. Ashford,25,England,183,75,56,190000.0,2000.0,Crawley Town
17605,H. Gambor,18,France,186,77,56,300000.0,500.0,Paris FC
17606,N. Dailly,19,Belgium,173,65,56,350000.0,2000.0,KV Mechelen
17607,C. Antwi,19,England,177,68,56,325000.0,1000.0,Blackpool
17608,Z. Al-Hussaini,21,England,173,70,56,350000.0,2000.0,Crawley Town
17609,O. Rodríguez,25,Mexico,181,71,56,190000.0,3000.0,Deportivo Toluca
17610,G. Vázquez,19,Mexico,174,64,56,400000.0,2000.0,Club Tijuana
17611,S. Roughan,18,Republic of Ireland,183,73,56,350000.0,550.0,Lincoln City
17612,W. Vanmarsenille,18,Belgium,181,79,56,325000.0,500.0,Sint-Truidense VV
17613,H. Traoré,20,Germany,182,74,56,350000.0,750.0,VfL Osnabrück
17614,J. Jack,20,Scotland,171,70,56,325000.0,1000.0,St. Mirren
17615,L. Brooks,20,Australia,179,67,56,350000.0,1000.0,Melbourne Victory
17616,Ł. Zjawiński,19,Poland,193,83,56,300000.0,1000.0,Lechia Gdańsk
17617,M. Gresler,18,Germany,178,71,56,350000.0,500.0,TSV 1860 München
17618,C. Ballantyne,21,Scotland,185,80,56,350000.0,1000.0,St. Johnstone FC
17619,J. Brown,20,England,181,72,56,325000.0,2000.0,Derby County
17620,S. Long,18,England,183,76,56,325000.0,500.0,Lincoln City
17621,R. Edwards,18,England,180,76,56,350000.0,600.0,Peterborough United
17622,J. Cáceres,18,Peru,170,61,56,350000.0,500.0,FBC Melgar
17623,A. Andrade,19,Mexico,177,76,56,325000.0,1000.0,Club Necaxa
